page_image_path,text
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_201.png,criados ambo
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_202.png,"s en esta
sa"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_203.png,nta casa de
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_204.png,San Salvador
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_205.png,de Oviedo.
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_206.png,El primero e
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_207.png,l gran Diego
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_208.png,de Covarruv
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_209.png,"ias, que bas"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_210.png,"ta dezir
su"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_211.png,"nombre, para"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_212.png,que en todo
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_213.png,el mundo se
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_214.png,entienda lo
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_215.png,que merecio
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_216.png,", y valio, e"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_217.png,l hombre may
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_218.png,"or en el 
co"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_219.png,nocimiento d
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_220.png,e las letras
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_221.png,"humanas, y"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_222.png,"divinas, que"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_223.png,ha tenido E
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_224.png,"spaña, el qu"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_225.png,e las nacion
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_226.png,"es estran-
g"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_227.png,eras llaman
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_228.png,el Bartulo E
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_229.png,"spañol, gran"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_230.png,"Prelado, ex"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_231.png,emplo de los
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_232.png,que tienen
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_233.png,la suprema a
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_234.png,utoridad Epi
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_235.png,"scopal, gran"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_236.png,Presidente
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_237.png,del Real Con
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_238.png,sejo de Cast
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_239.png,"illa, por cu"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_240.png,yas pisadas
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_241.png,han caminado
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_242.png,"todos 
los"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_243.png,que han dese
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_244.png,ado mucho cu
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_245.png,mplir con la
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_246.png,s obligacion
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_247.png,es de aquel
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_248.png,"oficio, de c"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_249.png,uyas obras n
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_250.png,"o ten-
go pa"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_251.png,ra que habla
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_252.png,"r, pues son"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_253.png,tan conocida
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_254.png,"s, y celebra"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_255.png,das en el mu
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_256.png,ndo. De lo q
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_257.png,ue puedo ser
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_258.png,"testigo
de"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_259.png,"vista, es qu"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_260.png,e en este Co
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_261.png,legio mayor
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_262.png,de Oviedo es
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_263.png,ta la joya q
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_264.png,ue mas estim
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_265.png,o en la vida
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_266.png,", que es su"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_267.png,"librería, co"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_268.png,n que ser de
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_269.png,las mas cop
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_270.png,iosas que ay
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_271.png,"en España,"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_272.png,y de todo ge
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_273.png,nero de facu
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_274.png,"ltades, no a"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_275.png,"y 
libro nin"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_276.png,guno en ella
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_277.png,que no este
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_278.png,todo glossa
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_279.png,do de su man
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_280.png,"o, cosa que"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_281.png,como admira
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_282.png,"a todos, pue"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_283.png,"de
enseñar a"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_284.png,los de nues
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_285.png,tro siglo a
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_286.png,ser estudian
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_287.png,tes como lo
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_288.png,"han de ser,"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_289.png,pues en el g
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_290.png,olfo de los
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_291.png,"negocios, y"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_292.png,gobierno del
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_293.png,"mundo, jama"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_294.png,s se descuyd
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_295.png,"o de passar,"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_296.png,y estudiar
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_297.png,sus libros.
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_298.png,El otro deud
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_299.png,"o nuestro,"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_300.png,y tio de v.
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_301.png,m. fue el se
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_302.png,ñor don Anto
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_303.png,nio de Covar
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_304.png,"ruvias, herm"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_305.png,"ano suyo, pr"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_306.png,imero del Co
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_307.png,"nsejo Real
d"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_308.png,"e Castilla,"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_309.png,y despues Ca
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_310.png,"nonigo, y Ma"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_311.png,estrescuela
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_312.png,de la Santa
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_313.png,Iglesia de T
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_314.png,"oledo, donde"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_315.png,"murio con
u"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_316.png,niversal sen
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_317.png,timiento de
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_318.png,todos los ho
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_319.png,mbres doctos
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_320.png,: porque aun
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_321.png,que no se ap
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_322.png,licó a escri
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_323.png,bir como su
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_324.png,"hermano, fue"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_325.png,opinion muy
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_326.png,cierta de t
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_327.png,odos que lo
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_328.png,pudiera haze
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_329.png,r tambien co
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_330.png,mo el. Fue e
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_331.png,"l oraculo
de"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_332.png,todos los h
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_333.png,ombres docto
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_334.png,s de todas l
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_335.png,as facultade
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_336.png,"s, a los qua"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_337.png,les aunque a
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_338.png,via perdido
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_339.png,totalmente
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_340.png,el sentido d
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_341.png,"el oido, hab"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_342.png,lava a cada
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_343.png,uno en la su
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_344.png,ya cosas tan
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_345.png,"exquisitas,"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_346.png,que ninguno
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_347.png,se apartava
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_348.png,"del, sin g"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_349.png,randissima a
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_350.png,dmiracion: p
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_351.png,ero particul
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_352.png,armente los
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_353.png,que professa
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_354.png,van letras h
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_355.png,"umanas, le t"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_356.png,"e-
nian por"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_357.png,milagro en e
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_358.png,"llas, por el"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_359.png,grande cono
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_360.png,"cimiento, y"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_361.png,nunca visto
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_362.png,en hombre Es
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_363.png,pañol de la
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_364.png,lengua Grieg
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_365.png,"a, y Latina,"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_366.png,y admirable
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_367.png,"gracia, y d"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_368.png,on en la fac
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_369.png,ultad Poetic
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_370.png,a. Estos ilu
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_371.png,stres varone
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_372.png,"s 
salieron"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_373.png,deste Colegi
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_374.png,"o, de donde"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_375.png,avia salido
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_376.png,aquel varon
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_377.png,nunca acabad
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_378.png,"o de alabar,"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_379.png,"el Doctor
M"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_380.png,artin Azpilc
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_381.png,ueta Navarro
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_382.png,", nobilissim"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_383.png,"o en sangre,"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_384.png,santissimo
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_385.png,en costumbre
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_386.png,"s, y admirab"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_387.png,"le en 
erudi"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_388.png,"cion, cuyas"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_389.png,obras han me
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_390.png,recido la ma
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_391.png,yor aprobaci
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_392.png,on que las d
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_393.png,e ningun hom
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_394.png,bre de nuest
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_395.png,"ro
siglo. La"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_396.png,s pisadas de
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_397.png,stos tales t
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_398.png,res varones
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_399.png,impressas en
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_400.png,este Colegi
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_401.png,"o, mueven mu"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_402.png,cho a los qu
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_403.png,"e en
el esta"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_404.png,mos a la imi
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_405.png,tacion dello
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_406.png,"s, y a toda"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_407.png,España a rec
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_408.png,onocer la de
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_409.png,"uda grande,"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_410.png,que a esta s
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_411.png,"anta casa
ti"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_412.png,"ene, por ave"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_413.png,rselos criad
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_414.png,"o, y dado, s"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_415.png,in otros inf
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_416.png,initos que e
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_417.png,n su tanto l
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_418.png,a han honrad
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_419.png,"o mucho. 
Pr"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_420.png,endas son es
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_421.png,"tas señor, p"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_422.png,ara que yo e
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_423.png,stime tal de
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_424.png,"udo, quando"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_425.png,v. m. por su
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_426.png,persona no
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_427.png,"me diera 
ta"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_428.png,"ntas, y tan"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_429.png,grandes caus
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_430.png,as de estima
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_431.png,: pero desta
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_432.png,materia no
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_433.png,es sujeto ca
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_434.png,paz una cart
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_435.png,"a, y assi ve"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_436.png,"ngo 
a la ob"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_437.png,ra de v. m.
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_438.png,la qual creo
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_439.png,que emprend
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_440.png,io v. m. con
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_441.png,zelo grande
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_442.png,de la utili
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_443.png,"dad, y honra"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_444.png,"de España,"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_445.png,aviendo v. m
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_446.png,. embiado co
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_447.png,mo Precursor
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_448.png,della el in
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_449.png,geniosissimo
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_450.png,libro de lo
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_451.png,"s Emblemas,"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_452.png,"que ha 
dado"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_453.png,bien a ente
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_454.png,nder el inge
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_455.png,"nio, y erudi"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_456.png,cion de v. m
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_457.png,. y esta obr
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_458.png,a de las Ety
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_459.png,mologias ha
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_460.png,"de dar no-
t"
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_461.png,icia a los e
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_462.png,strangeros d
data\printed_pages\Covarrubias - Tesoro lengua\Covarrubias - Tesoro lengua_page_463.png,el lenguaje
